,whale_vessel_distance,latitude,longitude,site_,date,weekday,time,focal_follow_,ff_cont,species,behaviour,calf_present,ecotour_presence,vessel_type,whale_mentioned_on_radio,vessel_speed,vessel_id,time_with_whale,median_vessels,time_ff,regulation_distance,dist_from_reg
541,634.6,50.6257107,-126.8248387,Donegal Head,2023-08-25,Weekday,12:13,4,133,Humpback,Resting,no,0,Rec. Fishing,no,Fast,1,2,1,12,100,534.6
807,936.13,50.6257107,-126.8248387,Donegal Head,2023-08-25,Weekday,12:15,4,133,Humpback,Surface Activity,no,0,Rec. Fishing,no,Fast,2,2,1,12,100,836.13
294,392.32,50.6257107,-126.8248387,Donegal Head,2023-08-25,Weekday,12:20,4,133,Humpback,Resting,no,0,Commercial,no,Fast,3,2,1,12,100,292.32
681,781.61,50.6256735,-126.8248525,Donegal Head,2023-08-25,Weekday,12:20,4,133,Humpback,Resting,no,0,Rec. Fishing,no,Fast,4,2,1,12,100,681.61
156,258.15,50.6256735,-126.8248525,Donegal Head,2023-08-25,Weekday,12:25,4,133,Humpback,Resting,no,0,Rec. Fishing,no,Fast,5,2,1,12,100,158.15
409,513.41,50.6256563,-126.8248553,Donegal Head,2023-08-25,Weekday,12:40,5,134,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,1,2,1,2,100,413.41
825,962.07,50.6256563,-126.8248553,Donegal Head,2023-08-25,Weekday,12:51,6,135,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,3,2,1.5,4,100,862.07
245,347.32,50.6256563,-126.8248553,Donegal Head,2023-08-25,Weekday,12:53,6,135,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,2,7,1.5,4,100,247.32
607,704.78,50.6256563,-126.8248553,Donegal Head,2023-08-25,Weekday,12:53,6,135,Humpback,Resting,no,0,Rec. Fishing,no,Slow/Med.,1,7,1.5,4,100,604.78
710,810,50.6256563,-126.8248553,Donegal Head,2023-08-25,Weekday,12:55,6,135,Humpback,Resting,no,0,Rec. Non-Fishing,no,Slow/Med.,2,7,1.5,4,100,710
670,773.73,50.6255354,-126.8248496,Donegal Head,2023-08-25,Weekday,13:17,7,136,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,1,2,2,5,100,673.73
817,954.24,50.6255069,-126.8248097,Donegal Head,2023-08-25,Weekday,13:17,7,136,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,2,2,2,5,100,854.24
743,865.22,50.6253748,-126.8248956,Donegal Head,2023-08-25,Weekday,13:22,7,136,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,4,2,2,5,100,765.22
151,255.6,50.6253748,-126.8248956,Donegal Head,2023-08-25,Weekday,13:35,8,137,Orca,Travel,yes,0,Rec. Fishing,yes,Idle,1,2,2,2,200,55.6
397,505.81,50.6253748,-126.8248956,Donegal Head,2023-08-25,Weekday,13:51,9,138,Humpback,Travel,no,0,Rec. Fishing,no,Fast,2,2,2,2,100,405.81
542,634.68,50.6253748,-126.8248956,Donegal Head,2023-08-25,Weekday,13:51,9,138,Humpback,Travel,no,0,Rec. Fishing,no,Fast,1,2,2,2,100,534.68
398,506.1,50.6255261,-126.8249968,Donegal Head,2023-08-25,Weekday,14:18,10,139,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,7,2.5,7,100,406.1
453,549.08,50.6253929,-126.8249918,Donegal Head,2023-08-25,Weekday,14:18,10,139,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,2,7,2.5,7,100,449.08
51,151.05,50.6253929,-126.8249918,Donegal Head,2023-08-25,Weekday,14:21,10,139,Humpback,Foraging,no,0,Commercial,no,Slow/Med.,4,3,2.5,7,100,51.05
200,295.23,50.6254428,-126.8248737,Donegal Head,2023-08-25,Weekday,14:21,10,139,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,6,3,2.5,7,100,195.23
355,458.79,50.6253929,-126.8249918,Donegal Head,2023-08-25,Weekday,14:21,10,139,Humpback,Foraging,no,0,Commercial,no,Slow/Med.,5,4,2.5,7,100,358.79
272,366.75,50.6254663,-126.8248641,Donegal Head,2023-08-25,Weekday,14:25,10,139,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,3,2,2.5,7,100,266.75
39,124.9,50.6254255,-126.8248934,Donegal Head,2023-08-25,Weekday,15:17,11,140,Humpback,Foraging,no,0,Rec. Fishing,no,Slow/Med.,1,12,1,41,100,24.9
29,113.35,50.6253716,-126.824877,Donegal Head,2023-08-25,Weekday,15:32,11,140,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,3,2,1,41,100,13.35
852,994.46,50.6253827,-126.8248914,Donegal Head,2023-08-25,Weekday,15:36,11,140,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,4,2,1,41,100,894.46
10,18,50.6253899,-126.8248797,Donegal Head,2023-08-25,Weekday,15:43,11,140,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,2,29,1,41,100,-82
15,65.67,50.6253899,-126.8248797,Donegal Head,2023-08-25,Weekday,15:45,11,140,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,5,4,1,41,100,-34.33
305,406.6,50.6253899,-126.8248797,Donegal Head,2023-08-25,Weekday,15:53,11,140,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,6,4,1,41,100,306.6
577,662.15,50.6253899,-126.8248797,Donegal Head,2023-08-25,Weekday,15:53,11,140,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,7,4,1,41,100,562.15
489,579.53,50.6254056,-126.8248607,Donegal Head,2023-08-25,Weekday,16:23,12,141,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,7,1,7,100,479.53
648,746.86,50.6253874,-126.824851,Donegal Head,2023-08-26,Weekend,8:42,1,142,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,2,2,2,100,646.86
830,965.63,50.6252702,-126.8248921,Donegal Head,2023-08-26,Weekend,8:42,1,142,Humpback,Travel,no,0,Rec. Fishing,no,Idle,2,2,2,2,100,865.63
44,138.7,50.6253669,-126.8248845,Donegal Head,2023-08-26,Weekend,9:20,2,143,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,2,1,2,100,38.7
684,786.97,50.625429,-126.8248426,Donegal Head,2023-08-26,Weekend,12:42,3,144,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,2,2,2,2,100,686.97
45,142.51,50.6254523,-126.8248004,Donegal Head,2023-08-26,Weekend,13:39,4,145,Humpback,Foraging,no,0,Rec. Non-Fishing,no,Idle,2,5,1,22,100,42.51
184,280.51,50.6254523,-126.8248004,Donegal Head,2023-08-26,Weekend,13:50,4,145,Humpback,Foraging,no,0,Rec. Fishing,no,Fast,3,9,1,22,100,180.51
32,114.69,50.6254421,-126.8250648,Donegal Head,2023-08-26,Weekend,14:31,5,146,Humpback,Foraging,no,0,Rec. Fishing,no,Idle,1,2,1,2,100,14.69
368,477.28,50.6254688,-126.8251379,Donegal Head,2023-08-26,Weekend,15:50,6,147,Humpback,Travel,no,1,Ecotour,no,Slow/Med.,3,4,3,4,100,377.28
572,660.41,50.6253931,-126.8250903,Donegal Head,2023-08-26,Weekend,15:50,6,147,Humpback,Travel,no,1,Commercial,no,Slow/Med.,1,2,1,15,100,560.41
573,660.41,50.6253931,-126.8250903,Donegal Head,2023-08-26,Weekend,15:50,6,147,Humpback,Travel,no,1,Commercial,no,Slow/Med.,1,2,3,4,100,560.41
813,941.37,50.6254688,-126.8251379,Donegal Head,2023-08-26,Weekend,15:50,6,147,Humpback,Travel,no,1,Rec. Fishing,no,Idle,2,4,3,4,100,841.37
400,506.4,50.6253475,-126.8250252,Donegal Head,2023-08-26,Weekend,15:54,6,147,Humpback,Travel,no,1,Rec. Fishing,no,Slow/Med.,2,4,3,2,100,406.4
87,186.14,50.6255013,-126.8247884,Donegal Head,2023-08-29,Weekday,8:14,1,148,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,1,4,1,11,100,86.14
520,611.56,50.6255679,-126.8247298,Donegal Head,2023-08-29,Weekday,8:25,1,148,Humpback,Travel,no,0,Commercial,no,Slow/Med.,3,2,1,11,100,511.56
715,817.24,50.6255679,-126.8247298,Donegal Head,2023-08-29,Weekday,9:18,2,149,Humpback,Foraging,no,0,Rec. Non-Fishing,no,Fast,1,2,1,2,100,717.24
576,661.22,50.6255679,-126.8247298,Donegal Head,2023-08-29,Weekday,9:35,3,150,Humpback,Travel,no,0,Rec. Fishing,no,Idle,1,14,1,19,100,561.22
444,544.11,50.6255679,-126.8247298,Donegal Head,2023-08-29,Weekday,9:38,3,150,Humpback,Travel,no,0,Rec. Fishing,no,Fast,2,3,1,19,100,444.11
760,887.62,50.6255679,-126.8247298,Donegal Head,2023-08-29,Weekday,9:41,3,150,Humpback,Travel,no,0,Rec. Fishing,no,Slow/Med.,3,2,1,19,100,787.62
781,911.87,50.6255679,-126.8247298,Donegal Head,2023-08-29,Weekday,9:49,3,150,Humpback,Travel,no,0,Rec. Fishing,no,Idle,5,5,1,19,100,811.87
509,605.22,50.6255679,-126.8247298,Donegal Head,2023-08-29,Weekday,9:54,3,150,Humpback,Travel,no,0,Commercial,no,Slow/Med.,6,2,1,19,100,505.22
